,text,like,love,care,haha,wow,sad,angry
20,"大家午安！距離12月18日公投日剩下最後3天，民進黨公投前最後一次中常會，特別移師高雄召開「行動中常會」，就是要用行動讓全國民眾，特別是中南部的民眾瞭解，這次四項公投議題關乎整個台灣，請大家在12月18日投下「四個不同意」！

也請高雄鄉親作伙來參加本週五晚上7時於高雄物流園區後方空地舉辦的「大步向前進」晚會。",4139,71,85,17,2,6,129
21,"星期六就要投公投票了，如果你對四個公投案，還有不了解的地方，想要知道更多細節，歡迎大家來收聽我的Podcast頻道 #耳朵出遊不出油。

過去這段期間，我們邀請了跟這四個公投有關的部會首長，像是 經濟部 王美花部長、曾文生次長，農委會 陳吉仲 主委，還有對特定議題非常有研究的 管碧玲 (kuanbiling) 委員、#洪申翰委員、 林靜儀醫師 溫柔堅定新中二 醫師、 林昶佐 Freddy Lim 委員、邱威傑議員 呱吉，來跟大家解釋我們的立場跟想法。

我們邀請的來賓，不僅在外交、經貿以及能源等公共政策上有最精闢的專業，也有講話的魅力，絕對是大家在投票前，最好的「選前衝刺班」。

12月18日，四項公投攸關台灣的能源轉型、經貿布局以及民主深化，每項議題都對台灣未來的發展很重要。

請大家一起來收聽，讓我們用專業來說服你，投下 #四個不同意，讓台灣更有力。

追蹤 #耳朵出遊不出油，瞭解更多公投議題和國際事務⬇️
＊Apple ：https://reurl.cc/951yda
＊Spotify：https://reurl.cc/6DLe2M
＊KKBOX：https://kkbox.fm/0t0h3i
＊Google：https://reurl.cc/kLn6QG
＊Firstory：http://dpppodcast.firstory.io",36729,337,643,101,14,10,244
22,"今天，第三屆台美日三邊印太安全對話開幕，我向世界傳遞一個清楚的訊息：

無論外部壓力多麼強大，都無法動搖我們對自由、人權、法治和與國際民主社會合作的努力與承諾。我們將繼續與夥伴合作，致力維護印太地區的安全、和平、自由和開放。

在依然充滿挑戰的這一年，台灣和美國、日本及歐洲國家共同防疫，與全球民主夥伴展開更多的合作。 蕭美琴 Bi-khim Hsiao 大使和 #唐鳳政委，也參加了美國主辦的民主峰會，向全世界分享台灣堅韌的民主故事。

除了感謝日本安倍晉三前首相及美國國務院巴斯比（Scott Busby）副助卿出席會議，我也重申，希望台美日進一步深化經濟夥伴關係。

安倍前首相致詞時談到，日本、美國與台灣共享自由、人權、法治及民主等信念，更應全力協助台灣加入WHO等國際組織。同時，他也肯定台灣有充分資格參加CPTPP。

我相信，台美日將會一起努力，為世界做出更多貢獻。為了拓展台灣的國際經貿布局，我們會持續爭取加入CPTPP和美國預計推動的 #印太經濟架構，我也希望全國人民都能團結一致，支持台灣走向國際",21374,298,336,42,8,3,86
23,"就在今天，韓國政府宣布申請加入CPTPP。此時此刻，台灣絕對有更大的迫切性，接軌國際標準，加入CPTPP。

一直以來，台灣與韓國在許多產業上競爭激烈，誰先加入CPTPP，#誰就更早取得關稅與投資優勢。

雖然台灣在今年，比韓國更早申請加入CPTPP，但是韓國早在2012年就依循國際標準，開放萊牛萊豬進口。多年遵守國際標準的韓國，不僅國內從未傳出食安事件，現在也有相當大的優勢，加入CPTPP。

不論是韓國、日本或台灣，想要在國際貿易取得更大的競爭優勢，就必須符合全球經貿的遊戲規則。

現在，11個CPTPP會員國都有開放美豬進口，也都會觀察台灣是否有決心，進一步開放美豬進口，加入更高標準的區域貿易協定。

我也要再次強調，台灣是出口貿易導向的國家，今年的出口額創歷史紀錄，經濟成長率就即將來到11年新高。CPTPP對台灣經濟的重要性不言而喻。

此外，不只是CPTPP，還有美國預計明年推動的 #印太經濟架構（Indo-Pacific economic framework），我們也要積極爭取參與。現在我們若推翻今年初進一步開放美豬的政策決定，可能失去的就是參與國際經濟新架構的關鍵機會。

當全球供應鏈改變，台灣經濟正在起飛，我們絕對不能在這時候停下來。這個星期六就是公投，請大家一定要回家投票，投下 #四個不同意，讓台灣貿易打進國際。",57391,484,4121,209,37,21,333
24,"這禮拜六就是公投，如果你認同我們「四個不同意」的主張，我要向你們說聲謝謝。

謝謝你，考量國家發展的情勢，做出現階段對國家最好的決定。

如果你對我們的主張，還有疑慮，我想邀請你看看這支影片，我有些心裡話想對你說。

這四項公投，並不是分開獨立的議題，而是攸關國家整體發展、國家正在執行的政策，會不會停下來、甚至倒退。

身為總統，就是要在互相衝突的價值中，找到雙贏的策略，從國家利益的角度，尋求最好的平衡點。

我們做的決定，可能不會讓每個人都滿意，但是只要對國家整體發展最好，我就會承擔下來。

如果你覺得，現在國家發展的路線，有利於台灣走向世界，在全球政經局勢劇變的時刻，我們應該把握當下，希望你也能跟我一起投下 #四個不同意，讓國家大步向前走。

#這支影片是我的真心話
#麻煩大家幫我轉發影片",33198,519,1851,194,18,27,519
25,"今年總統府音樂會來到嘉義縣，開場時，我特別介紹在白色恐怖時期受難的阿里山鄒族前輩，吾雍‧雅達烏猶卡那（Uyongu Yatauyungana），也就是高一生先生。

我希望，讓更多人了解這塊土地的故事，也非常感謝所有厚植台灣文化力的藝文工作者。

在台灣文化協會成立滿百年的這一年，我也期待，未來透過文化的力量，我們能夠說出更多台灣追求自由民主的故事。

不論是深化民主，或是對抗疫情，台灣還有許多挑戰要面對，而就如這次音樂會的主題「北回曙光」，黑夜終會過去，日出終會來臨。相信只要保持團結，保持信念，我們就能克服一切挑戰。

賴清德 副總統 翁章梁 Weng Chang-Liang 縣長",26994,371,194,32,7,8,101
26,"公投倒數六天，把握最後一個黃金週末，我們持續到全國各地，向鄉親說明公投。

今天來到台南，看到現場坐了滿滿的支持者，我要感謝台南朋友熱情的支持。

我也再次強調，現在越來越多國家認為台灣很重要，全球供應鏈不能沒有台灣，世界民主經驗也不能沒有台灣。

這次的美豬公投，大家都在看台灣是否和國際同行，這關如果沒過，台灣經濟將回到過去被鎖在中國的困境。

我們不能走回頭路，台灣要和世界建立貿易關係，再次拜託大家一定要站出來投票，投下四個不同意，讓台灣走向國際。

#四個不同意
#台灣更有力",53423,460,1046,104,18,11,255
27,"🎹北回曙光2021總統府音樂會
演出時間｜12/12（日）18：30，全長約80分鐘
演出地點｜嘉義縣表演藝術中心
直播平台｜
𝐅𝐚𝐜𝐞𝐛𝐨𝐨𝐤：蔡英文 𝐓𝐬𝐚𝐢 𝐈𝐧𝐠-𝐰𝐞𝐧／賴清德／總統府發言人
𝐘𝐨𝐮𝐓𝐮𝐛𝐞：總統府／蔡英文總統／公視
其他：公視3台／教育廣播電臺網站／中央廣播電臺網站／愛樂電台網站

🎼演出團隊
指揮｜范楷西
樂團｜國立嘉義大學交響樂團、嬉班子
合唱團｜勇士合唱團
演唱｜簡上仁、高慧君、高蕾雅、保卜
演奏｜謝宗儒、劉郁君、沈柏鑫、高崇文、黎文忠
主持｜柯念萱

🎼演出曲目
🎷風華巡禮 在地幽情
李哲藝：《嘉義新八景》交響組曲
🎷念念懷想 世代相望
勇士合唱團｜《點心擔》、《掌聲響起》、《酒矸倘賣嘸》
簡上仁｜《一隻鳥仔組曲》
🎷時光流轉 寄情詠嘆
高慧君、高蕾雅、保卜｜《星語》、《千風裡可否有你》、《春之佐保姬》、《鄒族的天神》",9585,1157,101,32,6,7,112
28,"公投說明會 黃金總動員！
台南場「民主更有力」 現正直播中

四大公投已經進入最後全力衝刺的階段，今天我們來到台南，請大家一起宣傳、一起拉票，希望所有關心台灣未來的台灣隊友，都可以站出來，用 #四個不同意，讓 #台灣更有力！",10403,313,189,50,9,24,306
29,#四個不同意，讓 #台灣更有力！公投已經進入最後全力衝刺的階段，我們需要大家一起宣傳、一起拉票，希望所有關心台灣未來的台灣隊友，都可以站出來，讓台灣繼續向前進，不走回頭路！,9092,235,150,45,2,9,248
30,"公投說明會 黃金總動員！
台中場「正義一定贏」 現正直播中！

現在，公投已經進入最後全力衝刺的階段，我們需要大家一起宣傳、一起拉票，希望所有關心台灣未來的台灣隊友，都可以站出來，用 #四個不同意，讓 #台灣更有力！

除了四大公投，明年1/9台中第二選區立委補選，請大家一定要支持溫暖、堅定的林靜儀醫師，一起分享出去，讓更多台灣隊友一起收看直播💪",7225,215,200,43,8,12,209
31,"這一幕幕守護台灣的畫面，大家還記得嗎？

從2012年到2020年，大家一路陪伴我們經歷三次選舉，無論結果如何，我們希望台灣變得更好、更進步的心情，從沒變過。

現在，我要請大家一起回頭看看，這些年來我們努力的成果：防疫努力世界肯定，經濟成長創新高、國際「民主夥伴」的支持也越來越強勁。

這一路走來，我想，都是因為有台灣隊友在關鍵時刻，團結一心，做出關鍵決定，台灣才能變得更有自信、更有尊嚴，而被世界看見。

這一刻，我們不能讓台灣努力的成果停在這一刻。

12月18日下禮拜六，就是台灣未來的關鍵時刻，我要再次拜託所有台灣隊友，投下 #四個不同意，再次守護台灣前進的方向，守護台灣的永續繁榮、民主與自由。

「如果我們不做決定、台灣就會被別人決定」各位台灣隊友，我們投下四個不同意，台灣的未來由我們決定。",35457,589,574,127,25,24,283
32,"今天早上，我國與尼加拉瓜終止了外交關係。斷交的決定，涉及複雜的國際政治，以及兩岸情勢。

我要告訴國人同胞，台灣民主越成功，國際支持越強，來自威權陣營的壓力也會越大，但我們都堅信，無論是外交施壓，或者文攻武嚇，都不會改變我們堅持民主自由、堅持走向世界、堅持參與國際民主社群的決心和努力。

今天是國際人權日，我們的 蕭美琴 Bi-khim Hsiao 大使， #唐鳳 政委 不僅代表台灣參加美國主辦的「民主峰會」，和全球民主國家交流，更將在會中發表國家聲明。這顯示，這幾年來，在民主防線最前緣的台灣，獲得國際社會越來越多的支持與重視。

我們會堅定與國際民主自由陣營站在一起，也會持續強化台灣民主的量能，提升我們的民主韌性。",86176,976,10547,455,125,148,278
33,"關於中研院P3實驗室研究人員感染事件，指揮中心已經在第一時間進駐現場，展開相關疫調及匡列作業，並要求中研院10日內提出相關檢討報告。

我在今天傍晚也和 蘇貞昌 院長、 陳時中部長保持密切聯繫，掌握相關狀況，更要求相關單位，迅速查明個案原因，確實執行各項防疫工作。

面對疫情，我們都要嚴加戒備，我也要拜託大家，出門務必維持防疫習慣：

🔺戴好口罩
🔺量體溫、勤洗手
🔺注意社交距離
🔺確實執行實聯制

政府會全力守住疫情防線，我要請全體國人不用驚慌、繼續團結防疫，最重要的是，#盡快完整接種2劑疫苗，保護好自己，就是守護大家。",14644,158,1395,41,10,5,130
34,"12月18日的四項公投即將到來！請大家投下四個不同意！

❌不同意反美豬公投
拒絕國民黨阻擋台灣走向國際
❌不同意重啟核四公投
拒絕國民黨不顧安全風險與核廢
❌不同意遷離三接公投
拒絕國民黨阻礙能源轉型
❌不同意公投綁大選
拒絕國民黨造成選務混亂",7685,157,129,45,6,11,247
35,"台灣隊友遍地開花！1218大家回家投票！

今天一早，我們的黨公職全國總動員，站在全國22縣市的路口向大家拜票。公投倒數9天，我們要全力衝刺，號召更多台灣隊友團結投票。

我也要感謝我們的執政縣市首長 林右昌UChange 市長、 鄭文燦 市長、 林智堅 市長、 翁章梁 Weng Chang-Liang 縣長、 黃偉哲 市長、 陳其邁 Chen Chi-Mai 市長， 潘孟安 縣長，以及各縣市黨公職積極響應，守護台灣。

我要再次強調，公投將決定台灣的未來，能不能走出國際，民主能不深化，能源轉型能不能繼續。

如果你關心台灣的未來，你就是台灣隊的一份子，也是我們的台灣隊友。請大家一人拉四票，四個不同意，讓我們團結守住公投，守住台灣防線。",54873,490,3772,148,17,13,257
36,"昨天，富比世 Forbes 公布2021年全球百大最有影響力女性，我代表台灣，從去年的37名躍升至第9名。

其實我的感觸很深，從去年的疫情到現在，台灣從疫情中站穩腳步，國際上的這些肯定只是一篇報導，但是背後最值得我們驕傲的，是台灣人一起團結防疫，一起攜手走過的這段過程。

這一年面對疫苗的壓力，我們多管齊下，除了不斷向國際催貨購買的疫苗，在善的循環下，我們也獲得民主夥伴的幫助，共同度過這段考驗。現在，大家不分你我，依循施打疫苗，也齊心守護邊境，這才讓台灣再次被世界肯定。

此外，台灣的經濟在疫情中逆勢成長，也是國際關注的焦點。今年，我們的經濟成長預估將是11年來新高、出口成績改寫歷史紀錄，股市更持續維持在17000點。這不僅代表我們的振興券政策發揮作用，也凸顯台灣在全球供應鏈扮演的重要角色。

富比世的這篇報導，我只是台灣的代表，但實際上，國際肯定的是台灣2300萬人民的努力。

面對年底的公投，我更希望大家一起理解台灣的關鍵時刻，此時此刻，我們不能倒退、也不能亂投。希望我們一起做出正確選擇，明年再讓世界看見台灣的成功。",28590,714,321,101,12,9,144
37,"#快訊
王力宏爸爸手寫信曝光！
控李靚蕾「再三威脅」",15593,35,27,6283,595,32,247
38,曾經的那個吻..... (#嘴邊肉),108,1,0,9,2,0,1
39,王力宏12年前「挖洞給周杰倫跳」！害慘好友得罪一票大佬　醜事全被挖,445,1,0,61,12,1,3
40,距離三點倒數三個小時~(#嘴邊肉),216,0,4,44,3,1,0
41,大家相信王力宏？還是李靚蕾？　（＃嘴邊肉）,828,0,3,239,9,0,3
42,王力宏閃邊！「外遇界傳奇是他」　網一面倒狂推最震撼劈腿藝人,764,2,0,89,9,0,0
43,餐飲業連環漲！遭轟「漲價、補助好處佔盡」　民眾嗆「明年別喊窮申請補助」,138,0,0,25,2,0,0
44,郭董這麼說！！（＃嘴邊肉）,2640,6,6,449,21,15,4
45,By2妹Yumi「連踩3底線」逼李靚蕾開戰！她籲：吃過這人夫的現在低調點,1330,2,1,416,14,0,2
46,"【好想拍珍奶分享】
來自珍奶發源地的珍奶耶誕樹🧋🎄
夢幻馬卡龍色美翻，還不趕快IG照拍起來📷📷",34,0,0,0,1,0,0
