,page,id,text,like,love,care,haha,wow,sad,angry
3283,100044226139684,469881891162678,阿宏暫時退出這樣跨年看不看的到你唱嫖向北方啊想聽,14513,29,29,5850,64,11,4
3284,100044226139684,469619824522218,大半夜的都是蕾神之錘龍的騎人,5819,10,10,2033,18,1,3
3285,100044226139684,469220124562188,台灣裝修房間範例教科書,9933,28,17,3160,48,4,0
3286,100044226139684,468689757948558,想當初我聽力宏的歌修桿沒想到力宏真的很會修桿啊,11949,26,21,5043,86,3,2
3287,100044226139684,468032214680979,七點首播五百萬打造警察訓練基地齊心協力捍衛人民安全新北市警察訓練中心,3063,16,17,3,5,0,0
3288,100044226139684,467763551374512,夜色茫茫星夜無光,3921,10,5,520,19,3,0
3289,100044226139684,467002151450652,不知道為什麼吃個香腸一直想到柱柱姐來我這留言那句話意義是甚麼請問為啥一直想阿,6757,17,15,1546,18,5,3
3290,100044226139684,466552731495594,因為你學學的不像我只好投不同意媽的發科,12508,55,24,4597,38,9,27
3291,100044226139684,466494954834705,你沒睡是因為想我還是你孤單寂寞單身狗,3072,13,7,519,12,19,3
3292,100044226139684,465653474918853,阿館嚴選現貨熱售中簡單穿上就是有型我們堅持彈力機能面料耐洗耐穿能動能靜穿著皆舒適保暖機能更具時尚玩味穿搭吸睛度再提升讓您在任何場合自信登場治裝選單這邊逛台灣製造阿館嚴選落肩帽飛行外套秋冬必備單品,3217,22,6,21,8,1,0
3293,100044226139684,465562308261303,阿館市調你為什麼不結婚原因是什麼,8831,20,17,1132,43,66,6
3294,100044226139684,464547305029470,變大秘密,8665,20,10,4433,75,5,6
3295,100044226139684,464424725041728,慾火焚身,5010,17,11,1966,51,7,4
3296,100044226139684,463795555104645,必去的台灣街頭美食三重龍門胡椒餅,1747,10,1,12,5,0,0
3297,100044226139684,463694385114762,整天來要錢的斷交斷的好,13572,59,15,325,13,4,2
3298,100044226139684,463229288494605,剛剛坐下前滾翻跌倒原來我把椅子坐壞了,12326,32,21,6213,129,10,6
3299,100044226139684,462336335250567,早安我是魚,8280,28,15,3997,79,8,10
3300,100044226139684,461915198626014,誰來館第三三集同島命純屬虛構的台灣政治歷史劇製作老汪景廳老男孩今晚八點館長惡名昭彰,1768,8,3,12,15,0,1
3301,100044226139684,461154005368800,剛下班好累,14350,50,42,2381,87,6,2
3302,100044226139684,461151028702431,早安記得吃飽穿暖長輩館關心你,3818,23,12,137,5,0,0
3303,100044226139684,460771125407088,一樣的對女性施暴案甚至連小孩一起虐一個小時後聲押禁見一個逍遙法外過爽爽司法體制就是這麼可笑,13958,10,22,187,59,170,218
3304,100044226139684,459753615508839,感謝大家的支持目前葉黃素酵素維他命魚油全部售完已經緊急製作當中有上貨會再通知大家感謝大家支持愛護,3940,11,13,12,9,0,0
3305,100044226139684,459522152198652,睡覺天王整天睡,5342,46,8,652,14,2,2
3306,100044226139684,458805165603684,因為政府官員的傲慢與無知轉蛋法了這樣的官員與政府愧對台灣所有的玩家直接認可廠商可以用詐欺方式來盈利這樣的官員真他媽的丟臉只會選舉不會做事,6754,6,13,61,31,53,51
3307,100044226139684,458727258944808,謝謝大家讓我成為年唯一在台灣兩項都提名的頻道,3727,33,21,16,7,0,1
3308,100044226139684,457959055688295,黃覲偉出來打球你當球,5085,8,14,1002,17,0,7
3309,100044226139684,457709195713281,館我怎麼操新一集來賓奎丁,6408,27,9,489,27,1,0
3310,100044226139684,457631139054420,嘉瑜如果有委屈一定要講我們大家都在一定挺妳,11897,58,104,57,13,9,2
3311,100044226139684,457132732437594,成人用品區今天開始試營運給個讚好不好親愛的粉絲您好因應本次成人商品網站開售累積消費金額規則如下需使用有在惡名昭彰網站註冊過的帳號進行購買承上如同一個同時於惡名昭彰網站有兩個帳號身分則會選擇其一消費累積金額最高之帳號進行累積消費紀錄更新規則每月的月底或號執行匯入上月號至當月號所產生之消費金額會於當周之周日進行刷新試營運活動結至日全館不限金額超取免運滿現折滿現折買就送睡衣滿送潤滑液滿送飛機杯數量有限送完為止另外前消費加送情趣跳跳糖,4852,14,4,74,19,1,2
3312,100044226139684,457096649107869,欸黑到爆炸台灣說到底還是沒藥可醫,5968,7,18,70,22,27,9
3313,100044226139684,455835472567320,沒有痛苦沒有收穫,8409,49,54,30,113,2,1
3314,100044226139684,455234592627408,館我怎麼操不用你來教一身漢一滴淚阿滴,1719,9,4,126,4,0,1
3315,100044226139684,455221649295369,文豪一路好走感謝你支持館長晚上直播我會講,11740,41,749,11,114,405,8
3316,100044226139684,454679596016241,阿樂直播中我知道你們想看美女不用說我都知道,1204,11,2,13,2,0,0
3317,100044226139684,454434346040766,無恥廣告今晚八點開賣,2260,24,8,20,4,0,1
3318,100044226139684,454006126083588,館我去哪裡你沒看過的知性阿館從串燒店到台灣制霸今晚七點館長惡名昭彰開講,1596,11,8,8,4,0,1
3319,100044226139684,453406176143583,很多人問我我是那一黨我有百萬黨員人稱救星國民老公博啟天尊勃起黨主席館長,5718,15,11,1225,23,3,4
3320,100044226139684,453394776144723,高雄大火館長不敢罵塔綠班高雄酒駕館長不敢罵塔綠班台北大火館長不敢罵冰郎館新北槍擊館長不敢罵雙標仔屏東挖眼館長不敢罵塔綠班桃園刀殺館長不敢罵塔綠班台南槍擊館長不敢罵塔綠班台北槍擊館長不敢罵冰郎館台中棒棒館長不敢罵風向仔請你們這些人去看直播我已經講了一年多立法修法中央我沒罵過市長市長沒有權責修改法律法律是法務部管的修法是立法委員的職責根源都在法律過輕以及司法改革我講到爛了現在還沒選我也沒要選就急著潑髒水你們這些側翼果然很怕我,10188,18,40,1617,26,4,2
3321,100044226139684,453318876152313,警察沒有黨派沒有立場雖然有的警察很壞但好警察也是很多你有不滿你可以罵警察警察不公正你可以投訴他但是你也不可否認沒有警察台灣將陷入黑暗時代你不得不承認他們的確有辛苦的一面工作壓力也大我不知道講那些垃圾話的你他媽是什麼心態要潑髒水請去政治人物版面要罵我個人就衝著我個人罵摸摸自己的良心想一想有一天你出事了你他媽還是得報警,6740,16,21,55,10,4,0
3322,100044226139684,453200059497528,捐贈新北市警察一座重量訓練中心授獎儀式這是我第七個場館不同的是這場館是提供給新北市警察無償使用的,14431,148,49,11,28,1,1
3323,100044226139684,452803239537210,跟杜汶澤吃飯聊天,13638,76,28,65,35,0,1
3324,100044226139684,452665726217628,暴力棒球棒用刀殺人今天換槍殺政府官員們還在睡覺嗎,7609,6,11,115,44,49,63
3325,100044226139684,452013099616224,給被害人一個公道吧司法正義欸,7131,8,17,160,15,116,26
3326,100044226139684,450568003094067,早安出門在外小心安全注意攔車與球棒阿館關心你的安全,4101,14,11,731,13,2,1
3327,100044226139684,450216566462544,公投我是不熱衷但智強哥你上台唱歌是在哈曪嗎,4348,5,8,1228,22,2,0
3328,100044226139684,450139403136927,換臉法最高判七年恭喜通過速度超快的但其他殺人槍枝酒駕暴力行為虐童等等的還有一堆沒修我記得那時候有護航的說你以為修法那麼快喔你就法盲你以為修法那麼簡單喔是喔只有不想修的法沒有不能修的法,13749,18,20,1412,43,40,22
3329,100044226139684,449919359825598,早天氣變冷了女孩們交個男朋友吧他們的手牽著妳幫你溫熱你冰冷的手心雖然他們的手都打槍槍髒髒的,7815,18,15,2573,31,9,7
3330,100044226139684,449476056536595,幹辣椒水一堆人買爆,6587,12,8,1355,18,2,2
3331,100044226139684,449077389909795,我想很發廢文但我想不到發甚麼我終於了解你們想硬卻硬不起來的難處對不起我不應該嘲笑你們抱歉,4616,11,7,851,19,10,8
3332,100044226139684,448851303265737,一些人笑阿館打高端疫苗這幾天想一想之後這是買二送二的促銷超划算低阿😁笑一笑就哭了原來是黯然消魂疫苗😢還是希望有一天國外能認證台灣疫苗台灣加油,7182,29,70,931,18,19,1
3333,100044226139684,448819803268887,再這樣下去球棒不知道會不會缺貨,6965,16,6,2287,41,8,0
3334,100044226139684,448322056651995,我要找三重新莊蘆洲林口中壢館的私人教練歡迎各領域好手一起加入成吉思汗這個大家庭面試方式表單報名至月號止面試時間年月日下午開訓時間預計於年月日至林口館實施教育訓練網路粉絲頁一律不回應徵選人數額滿後將不通知此次徵才不接受現場直接面試表單連結,3808,10,9,4,8,0,0
3335,100044226139684,448265703324297,阿滴重量訓練訓練中,7832,33,15,54,32,0,0
3336,100044226139684,447912106692990,等等要上班了你失眠還在划手機,3795,8,8,429,12,20,3
3337,100044226139684,447270706757130,年至今我直播或講了無數次修法修法修法酒駕殺人暴力犯罪居住正義車稅虐童司法正義我難道沒支持過執政黨光是我年中槍至今短短一年多百起槍擊案酒駕事件不斷發生社會暴力犯罪虐童也是最好笑的房價創新高司法判決可笑到不行黨可以挺但要分是非黑白我討厭國民黨但是執政黨年答應的事情一個都做不到台灣人中低階層難道該死上一篇挺綠的人可否回答我年輕人未來在那裡老老實實守法的人安全保障又在那裡,12932,21,21,95,18,59,21
3338,100044226139684,446916806792520,又有酒駕撞死人政客們還在四個同意不同意嗎,6525,8,8,114,42,56,507
3339,100044226139684,446240970193437,拜託政府能針對暴力犯罪持械傷人刀槍傷人殺人殺人未遂組織犯罪等能修法重判不要忙於選舉布局,8107,27,20,73,14,10,6
3340,100044226139684,446051883545679,猜猜我在哪,7709,35,10,142,40,1,1
3341,100044226139684,445314770286057,一直問時鐘喝酒小姐坐檯你他媽煩不煩幹,7877,11,11,1971,20,3,8
3342,100044226139684,444591497025051,雖然鎖我流量但沒有女友的你們我一直都在這安慰你別哭只是孤單寂寞有點冷而已,7764,17,23,1296,31,22,9
3343,100044226139684,444343730383161,台灣製造義大利俄羅斯設計打樣品,3162,18,4,7,39,0,1
3344,100044226139684,444228037061397,新聞說又有我的換臉片欸長的帥真的很困擾,4620,7,6,1462,35,4,4
3345,100044226139684,443573547126846,酒駕開槍虐童殺人可教化輕判無罪整年都是這新聞請問執政黨法律改不改這跟中共無關別扯牠,9198,13,18,104,15,17,42
3346,100044226139684,442975820519952,四個同意或四個不同意整個政治人物都是這些文幹司法居住物價租金沒人敢提,19021,43,35,533,33,82,29
3347,100044226139684,441663057317895,拿雞給阿雄吃雞變超小的,6551,89,17,1069,66,1,0
3348,100044226139684,441305504020317,我還沒有禿只是髮量變少你娘,4959,15,24,1303,11,16,1
3349,100044226139684,441035784047289,煮豆燃豆萁豆在釜中泣本是同根生相煎何太急,5945,13,9,828,35,7,3
3350,100044226139684,440509394099928,館我怎麼練千捶百練成吉最欻健體全場總冠軍報到三重館店長惡名昭彰贊助選手威爾晚上七點館長成吉思汗開練,1786,6,2,4,5,0,0
3351,100044226139684,440387254112142,除了感動不知道要講啥了好多年沒回蘆洲吃切仔麵了,8471,46,12,27,24,1,0
3352,100044226139684,440234074127460,欸不懂英文聽不懂女優在講啥我好難過我想最近去好好學英文好了大家建議怎麼開始學啊,8916,15,28,1771,18,3,5
3353,100044226139684,439639464186921,今天就跟喜歡的人告白吧晚上就可以拿張好人卡不要再當工具了你是個人他媽的,8422,20,25,1358,23,36,4
3354,100044226139684,439069990910535,剛看新聞說看手指就知道長度我他媽真長,5407,12,19,1813,33,9,4
3355,100044226139684,438866070930927,萬聖節裝扮我的臉就是萬聖節,3925,5,7,869,20,5,0
3356,100044226139684,438694374281430,如果為了流量讓想說的話不能說想支持的人不能表態那就不是我了賺錢很重要站著賺錢更重要要流量舔著跪著肯定多世界上選擇很多而我只是選擇了有話直說我不後悔人生每天都在做選擇你根本後悔不完在台灣也算很多人知道我了這樣就夠了在台灣本來就有對立面有人支持你就有人恨你在這世上時間並不長只要活著的一天我會繼續下去活的平凡不如死的精采,13411,63,81,40,11,2,3
3357,100044226139684,438687224282145,拉完臉跟身體微血管全破臉紅紅,5731,17,19,141,45,1,2
3358,100044226139684,438568867627314,硬舉公斤,5963,29,25,12,79,0,0
3359,100044226139684,438257404325127,喝水不是喝酒你鬱悶個屁,6555,101,13,1958,8,3,0
3360,100044226139684,438096577674543,阿館推特館長剛開張希望大家來追追,5611,21,15,85,19,2,2
3361,100044226139684,438028257681375,看片很主觀我喜歡看阿你咬我啊你喜歡看日本我喜歡看美國我他媽也不會說日本片片不好反正我爽就好,6508,13,7,732,14,1,0
3362,100044226139684,438016201015914,斯卡羅滿好看的台灣美食也非常好吃香港我也去過我覺得台灣好吃多了抱歉我說話也很直也很大,10319,31,11,1987,26,3,5
3363,100044226139684,437798041037730,右下那隻是壯啥小的,4111,10,9,1067,12,1,1
3364,100044226139684,437427587741442,對不起了腹肌我需要這個酷東西,11641,41,18,1999,51,6,2
3365,100044226139684,437128801104654,大家早改名為美他,5034,55,6,158,8,0,0
3366,100044226139684,436773634473504,朋友們該回來運動了一體育署刻正修正防疫措施自二起適用二重點調整後措施室內外運動免戴口罩但仍須保持社交距離開放烤箱蒸氣室等且免戴口罩室內外運動場館取消容留人數限制淋浴間取消隔間開放專人清潔但仍須定期清潔,8880,56,27,13,10,0,1
3367,100044226139684,436689554481912,烘衣機守護者,6439,175,20,926,9,0,0
3368,100044226139684,436130041204530,為何越來越少人用以下我個人觀點詐騙廣告橫行給錢的是老大審核機制偏好保護中國你敢嘴我就封鎖帳號發文觸擊通知降低你不給廣告費我就降你觸擊率祖老闆不要鎖我對不起拜託假帳號封鎖不完機器人大軍亂刷政治文開戰場也不鎖轉貼網址網站鎖住通知觸擊所以各大新聞發文只敢發文字轉貼留言板網址,19477,40,30,310,35,16,6
3369,100044226139684,436032214547646,大浴巾官網熱賣中再大的鳥也包的住喔,7001,36,12,1286,34,1,3
3370,100044226139684,436023927881808,一個打電動厲害的男人背後都有隻尻到長繭的手,3686,5,6,727,16,3,1
3371,100044226139684,435711961246338,剛解鎖我還是想說你們沒有女朋友沒有,6492,11,8,1155,14,35,18
3372,100044226139684,435649074585960,被封鎖七天帳號出關了給我一個讚,35162,61,54,374,87,7,11
3373,100044226139684,435237447960456,三重館的事情終於上新聞不過鏡周刊你怎麼每次都亂報啊這事情今年五月份我老早在直播講過一輪了反正這要慢慢走法律至少兩年起跳吧,6046,5,17,78,27,2,0
3374,100044226139684,434220794728788,感謝以熙國際邀請也感謝這麼多老闆希望我去第一次對這麼多老闆演講受益良多謝謝你們,6953,37,11,8,20,0,1
3375,100044226139684,433599464790921,感謝支持的各位政治路上失敗難免看到這麼多人支持你希望日後繼續努力加油,23308,76,324,214,15,136,11
3376,100044226139684,433573794793488,館我怎麼練千捶百練下一練泯恩仇決戰鍵盤俠營養健身葛格晚上七點就在館長成吉思汗,1709,11,4,3,6,0,0
3377,100044226139684,432315971585937,天佑高雄,9227,115,66,2,8,6,1
3378,100044226139684,431662888317912,聖主史丹利,21900,65,53,1985,86,6,3
3379,100044226139684,431079311709603,專業補給菁英首選乳清蛋白系列重磅登場,1890,11,6,1,4,0,0
3380,100044226139684,431086218375579,買到館長的影片才是受害人共啥小啦幹,14739,21,30,8809,61,13,5
3381,100044226139684,430461335104734,館長也被小玉偷臉變片男優網紅圈大炸裂哪看的到片片阿,21587,37,25,8192,168,5,10
3382,100044226139684,430438605107007,惡名昭彰完美防寒劃世代機能羽絨外套防風防潑水時尚與機能兼具極度防寒防風結構杜絕寒冬強風防潑水有效對抗陣雨合身版型剪裁不止機能性更增添實穿性採用高品質白鴨絨蓬鬆度羽絨羽毛完全符合日規標準絨朵完整度高保暖性極佳羽絨外套防寒機能台灣製造,1888,18,5,1,4,0,0
3383,100044226139684,430326281784906,幹搖啥小,6627,8,9,963,31,2,3
3384,100044226139684,430286811788853,有時候這樣發文真的會上癮我慢慢理解釣魚的心態,7851,18,17,1822,26,1,1
3385,100044226139684,430264631791071,又可以讓你生氣又可以增加流量天下間沒有比這更美好的事情了不信你等等看下面留言笑死,13424,31,20,3692,30,2,7
3386,100044226139684,429981848486016,為啥退讚要特別留言廢話真多要不要登報我退了館長的讚還是去里長那廣播真他媽玻璃心,24950,46,34,6848,35,5,12
3387,100044226139684,428545575296310,館我怎麼練千捶百練上重量比拚槓片走火斷食兩年恩怨一次解營養健身葛格,2577,15,6,9,9,0,0
3388,100044226139684,429021275248740,你床上有兩個枕頭嗎你們又沒女朋友,12434,17,23,2921,37,118,23
3389,100044226139684,428407578643443,今晚八點阿樂在館長成吉思汗直播,2722,26,4,5,7,0,0
3390,100044226139684,428112828672918,為死者哀悼,23238,98,366,17,41,7246,10
3391,100044226139684,427003958783805,館長新北警交通安全月路口安全宣導飆捍登場勿當路上三寶路口慢看停行人停看聽交通安全月,13594,117,46,189,25,1,3
3392,100044226139684,426815602135974,一早看新聞差點嚇死我,10088,16,21,5503,98,7,5
3393,100044226139684,426300878854113,打完二劑疫苗了感謝疫苗站工作人員相當親切超級好的,16598,55,37,53,23,2,1
3394,100044226139684,425648548919346,明晚館長惡名昭彰開,8756,63,10,28,113,0,1
3395,100044226139684,424715389012662,月號微博舔共的狗兒子們今天成啞巴了是吧,48065,145,74,12353,103,31,13
3396,100044226139684,424601512357383,我愛我的國家生日快樂台灣會越來越棒,55780,702,204,80,14,5,4
3397,100044226139684,424123519071849,阿特加油你辛苦了,19924,61,131,24,15,25,5
3398,100044226139684,422726292544905,月日現貨服飾新品上市專為亞洲人量身打造的機能服飾我們致力提升使用者的穿搭體驗彈力科技纖維吸濕排汗親膚乾爽立體剪裁釋放你的肌肉線條經典美式風格要好穿也要好帥✔️活動度佳✔️舒適度高✔️體態更好台灣製造訓練服飾新品上市有型穿搭吸濕排汗運動機能戶外機能時尚休閒,2346,20,5,1,2,0,1
3399,100044226139684,422055949278606,陳氏帝王功,25304,67,93,13229,532,15,14
3400,100044226139684,420924082725126,請注意支持罷免或反對罷免都是大家自由權利別在板上吵架不爽建議尻一槍冷靜冷靜再來討論祝你們有愉快的一天,15630,38,41,1692,23,5,13
3401,100044226139684,420919936058874,明天晚上見,3553,15,8,22,26,0,1
3402,100044226139684,420901242727410,我支持陳柏惟肯請鄉親們支持他拜託拜託了,54533,354,438,826,120,51,273
3403,100044226139684,420633896087478,想說睡覺味道怪怪的我的頭在貓尿上躺了一夜,10847,30,24,5988,203,23,1
3404,100044226139684,420125929471608,想念你們,8923,20,23,2085,44,9,7
3405,100044226139684,419503042867230,為啥玩開直播暗黑就要玩的很專業肝泥娘開心玩不可以,10839,25,21,1814,15,4,1
3406,100044226139684,419291409555060,月號正式上市,12481,85,28,54,17,0,1
3407,100044226139684,418788672938667,領人民的薪水坐擁巨大的權力整天不質詢不修法就他媽很會翻桌子換個主席一點作為都沒有只會整天刷這種猴戲浪費時間讓國家原地打轉國民黨你還要鬧多久,39050,59,43,1386,142,119,471
3408,100044226139684,418284296322438,高雄館明天正式營業希望大家都能開心練習,25460,156,92,53,53,1,5
3409,100044226139684,418180602999474,哥哥來了,30581,190,33,92,116,0,1
3410,100044226139684,417874639696737,各位早安啊,17018,67,31,1676,51,13,26
3411,100044226139684,417775906373277,誰他媽說蔡英文要跟我害我等到現在還在等,9567,13,16,2417,28,5,5
3412,100044226139684,417227153094819,早安我是最會玩遊戲的男人陳一男,16069,29,34,5975,59,4,4
3413,100044226139684,417215109762690,用一部片形容你的愛愛時間有多久,6855,10,9,2379,16,2,4
3414,100044226139684,416839226466945,為何你一定要睡在公廁旁邊,6839,64,11,1909,12,3,0
3415,100044226139684,416186446532223,這就是台灣人不支持國民黨的主因,33059,63,58,7870,350,67,421
3416,100044226139684,415462399937961,恭喜小宇當老爸了,52313,441,166,69,90,2,1
3417,100044226139684,414797743337760,無恥工商懇求支持,9380,39,23,903,18,2,5
3418,100044226139684,414755190008682,想當年手拿關刀的那個男人亞中,8977,15,23,2005,34,23,4
3419,100044226139684,414170813400453,要玩個遊戲嗎,11775,29,13,5285,63,10,7
3420,100044226139684,413843620099839,親愛的暴風雪我的聖騎士卡了一夜謝謝你讓我想起當年排隊王之怒很懷念啊,10104,16,9,1545,23,4,3
3421,100044226139684,412801670204034,心情不好請看看,5099,19,8,1306,34,2,3
3422,100044226139684,412759313541603,剛剛看工程師抖內妹子新聞其實工程師們可以抖給偶阿偶也很大啊我還會駡你髒話很值得欸,17383,52,24,5431,46,5,5
3423,100044226139684,412069426943925,中秋節快樂開吃了,38415,169,46,115,220,4,12
3424,100044226139684,410777397073128,我他媽吃爆,39875,226,97,3238,60,5,14
3425,100044226139684,410139183803616,國民黨我支持張亞中古有中山先生今有亞中主席支持張亞中讓台灣回到年有趣好玩好八卦天天都開心都有好笑的新聞收看請國民黨電話民調唯一支持亞中,16256,79,69,7607,111,7,11
3426,100044226139684,409590480525153,由於電腦出問題今日直播暫停一次,11410,21,20,2587,47,37,7
3427,100044226139684,409532777197590,不是我不啊民進黨送中秋月餅禮盒國民黨每次只會送法院傳票,28686,62,60,14589,140,16,10
3428,100044226139684,409500890534112,謝謝市長以下繼續開放崩潰邊緣人留言,7586,27,16,804,20,1,5
3429,100044226139684,409441177206750,感謝總統以及副總統預祝中秋佳節快樂,20091,137,41,160,97,1,13
3430,100044226139684,409250617225806,驚驚怕怕,3940,13,7,570,24,0,3
3431,100044226139684,408739483943586,今年要考駕照練習打排檔桿,11698,35,44,2099,116,1,3
3432,100044226139684,408576730626528,月預購療癒系貓貓系列最適合和家人一起穿的機能服飾天絲莫代爾手感細膩柔彈布料絲滑親膚療癒系貓貓治癒你妳的身心靈精選百搭色系要好穿也要好帥✔️活動度佳✔️舒適度高✔️體態更好簡約好搭一件滿足居家戶外活動需求台灣製造品質保證莫代爾柔彈布料居家時尚風格運動機能休閒時尚戶外休閒,1715,15,5,4,3,0,1
3433,100044226139684,408128470671354,高清四無馬賽克,2166,11,6,313,5,1,0
3434,100044226139684,408054114012123,素飛彈欸,7516,14,17,1246,46,4,0
3435,100044226139684,407783930705808,其他候選人都是貨張亞中,10163,27,25,2802,50,2,5
3436,100044226139684,407609587389909,龍大哥感謝你這幾十年的付出你精采的演技陪我度過很多美好時光辛苦了一路好走台灣之光,24752,87,66,7,36,2344,2
3437,100044226139684,407159940768207,感謝老婆幫我剪頭髮,20845,123,29,1918,77,6,6
3438,100044226139684,406688737481994,地震拍個照片許多人說這張照片變帥了請問大家是真的嗎,7101,21,15,2434,56,7,10
3439,100044226139684,406666437484224,二館長惡名昭彰線上見波特王,16910,106,42,1594,148,4,4
3440,100044226139684,406572567493611,你看好誰當國民黨主席呢,10967,22,19,2341,59,10,4
3441,100044226139684,406307094186825,白日依山盡,11919,26,19,1139,46,4,5
3442,100044226139684,406011034216431,成吉思汗健身集團所有場館正常營運中,10463,50,43,17,17,2,1
3443,100044226139684,405748447576023,早安颱風天注意安全,6070,188,13,44,7,1,0
3444,100044226139684,405615277589340,颱風假是給各位休息養身的不是給你現在這時間還在划大奶妹子打遊戲尻手槍,19145,38,32,4177,47,17,7
3445,100044226139684,405401147610753,璨樹阿明天來家裡不要給我用玩的方式喔沒事早點滾以後不用再聯絡了,5167,14,8,613,6,0,3
3446,100044226139684,405327890951412,感謝法國電視台專訪法國的朋友們你們將看到台灣大香腸喔,9676,38,23,225,53,1,1
3447,100044226139684,405029947647873,請問你還有幾組,6636,144,10,1333,18,1,2
3448,100044226139684,404689117681956,整天給神經病搞就好你師傅李小龍我師傅加藤鷹啦,11244,14,28,3210,92,11,6
3449,100044226139684,404595027691365,這問題好像吵很多次了你們各位認為銅像要移除嗎,21094,34,40,2618,167,31,34
3450,100044226139684,404288977721970,早安我是小黑,10644,250,18,84,23,1,1
3451,100044226139684,404150264402508,一天沒直播不要太想我哦,7125,21,24,777,25,21,9
3452,100044226139684,403898031094398,館長嘴巴很髒你下面也很髒叫人吃的時候都不髒嗎,15283,24,16,3645,69,4,4
3453,100044226139684,403110334506501,怎麼新聞一堆什麼鴿子那是啥小可以做乳鴿嗎,11336,15,17,1549,21,1,6
3454,100044226139684,402617547889113,即將來臨懇請支持,13244,31,20,1829,39,1,2
3455,100044226139684,402451701239031,有些藝人這麼愛舔中滿嘴祖國也沒看有一個放棄台灣國籍表示忠誠,37280,89,36,7384,56,13,15
3456,100044226139684,401832357967632,線上見小施汽車商行,5230,30,11,94,65,0,0
3457,100044226139684,401797977971070,惡名昭彰九月現貨服飾戶外室內健身首選健身者必備運動機能服飾第一首選疫情逐漸回穩體內的健身魂是否無處安放採用高含量奈米銀纖維可有效防臭對抗靜電地表最強大機能訓練衣嚴選吸濕排汗親膚透氣的衣料材質搭配多層次版型裁切工段讓你展現完美體態線條💪任何運動愛好者皆能輕鬆駕馭✨台灣製造品質保證銀纖維運動機能親膚柔順潮流率性,1751,19,4,0,5,0,1
3458,100044226139684,401581384659396,早安我好粉色一定是處男,11413,32,19,2080,60,5,8
3459,100044226139684,401245101359691,假日沒有女朋友的你看看就不會覺得寂寞覺得冷,3206,12,5,592,10,4,1
3460,100044226139684,399927098158158,終於月號開賣阿館關心你的鳥,20909,63,44,4136,224,6,7
3461,100044226139684,399558508195017,打開棉被你會看到,12207,30,17,1991,76,8,6
3462,100044226139684,398557124961822,被下滿一周年慶,53624,115,172,10187,134,25,6
3463,100044226139684,398489761635225,高雄館今天正式預售歡迎大家參觀唷,15870,73,36,21,20,0,1
3464,100044226139684,397206751763526,上路帝王來拉哭啊什麼水瓶,8054,31,19,868,50,4,0
3465,100044226139684,397098408441027,看到許多國民黨狂蹭郭董我也來蹭一下,50011,120,60,5093,104,4,3
3466,100044226139684,396451765172358,這是受害者家屬請求希望大家都能幫忙分享並給本文一個讚讓這個影片可以傳出去拜託了大家幫幫忙感謝,38825,78,365,10,168,11073,968
3467,100044226139684,395762755241259,養貓者的心酸,9965,42,20,1992,51,4,0
3468,100044226139684,395133295304205,你是風兒我是沙喔你乳滑了,16578,32,21,4230,87,16,5
3469,100044226139684,395083168642551,中槍滿一年今天回診骨頭狀況,40199,132,752,42,270,25,4
3470,100044226139684,394515235366011,阿館打高端疫苗全紀錄被護理師說太大,7400,23,17,2253,33,4,6
3471,100044226139684,393905775426957,疫苗打完第一天訓練身體感覺心跳加速嚴重還一度有心悸喘不過氣建議打完疫苗休息兩三天比較保險阿館關心你,33288,99,162,94,130,2,4
3472,100044226139684,393568652127336,早安打了高端疫苗我連夜測試了一夜長度正常硬度正常巨大化功能正常各位不要太擔心我喔,20610,28,33,4789,73,8,10
3473,100044226139684,393147952169406,接種高端疫苗完畢醫生護理師辛苦了我沒事只是下面很硬不知道這樣正常嗎,41840,114,83,5917,189,22,8
3474,100044226139684,392841062200095,努力不懈,14728,73,61,29,23,2,0
3475,100044226139684,392561082228093,二晚上點線上見🚀🚀🚀鳳梨吳泓逸,10107,45,11,1217,60,0,1
3476,100044226139684,392508365566698,館長那你一周幾次以目前人類發明的機器跟科技還無法測量計算我的次數很抱歉這問題是無解的,13724,25,23,2775,62,8,8
3477,100044226139684,392275712256630,各位早安我想請教各位一個嚴肅的問題你們認為男人婚後一周要愛愛幾次才算是合格,27617,48,36,886,100,12,5
3478,100044226139684,391853535632181,請問我笑聲真的又色又淫蕩嗎禿頭色老頭在笑請問這是啥稱號,14558,25,17,2965,34,5,3
3479,100044226139684,391310069019861,高雄旗艦館從無到有全紀錄,9614,94,64,9,27,3,5
3480,100044226139684,391284485689086,高雄館從無到有全紀錄剪輯歡迎高雄朋友九月一號開始參觀,5708,39,21,13,10,0,2
3481,100044226139684,391242092359992,感謝新北市政府動保處回應這起案件動保處有派員到現場貓已經先被愛心人士許先生破門救出隔日處長有去動物醫院看傷貓這個案件辦理情形如下將行為人以及虐待相關資料函送地檢署告發動保法條年以下有期徒刑傷貓後續醫療費用動保處負擔,10784,44,44,8,20,22,5
3482,100044226139684,391013452382856,長大懂事了會自己蓋棉被了,21118,366,49,3470,46,2,1
3483,100044226139684,390789719071896,關於貓咪茶茶事件明日我會致電新北市動保處我相信政府會給個答案跟做法也請所有養寵物的朋友們不要傷害牠們也不要遺棄牠,16438,128,95,11,28,75,6
