,page,id,text,like,love,care,haha,wow,sad,angry
1851,namewee,458423212309664,"第一次被訪問到被記者罵“幼稚”

https://m.facebook.com/story.php?story_fbid=2084454058376710&id=481538968668235

《玻璃心 Fragile》Youtube 高清版MV：https://bit.ly/30GjD9j

The Making Of《玻璃心 Fragile》幕後花絮 Youtube高清版 : https://youtu.be/TTd7M9QjM3M

《玻璃心 Fragile》影片分析 Youtube 高清版 : https://youtu.be/oX3D9HTc7I8

《玻璃心 Fragile》Youtube KTV版 : https://youtu.be/EmDnxlx4610

《玻璃心 Fragile》數位音樂下載 Online Music Download：https://lnk.to/fragilepink

《玻璃心 Fragile》動態歌詞版 Youtube高清版 : https://youtu.be/835J6hwj_S8

《玻璃心 Fragile》Shorts 高清版：https://youtu.be/PdoGtBQFtbg

《玻璃心 Fragile》幕後花絮 Shorts 高清版：https://youtu.be/lFghyBIjsO0

-

黃明志2021最新實體專輯【鬼才做音樂】11月正式發行，今天開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #陳芳語 #KimberleyChen #玻璃心 #Fragile",1771,27,8,420,4,0,1
1852,namewee,458422665643052,"不是風動，不是幡動，仁者心動

https://www.msn.com/zh-tw/entertainment/story/%E7%8E%BB%E7%92%83%E5%BF%83%E9%81%AD%E5%BE%AE%E5%8D%9A%E4%B8%8B%E6%9E%B6-%E9%BB%83%E6%98%8E%E5%BF%97%E8%A2%AB%E7%A6%81%E7%9A%84%E6%98%AF%E4%B8%8D%E8%83%BD%E8%81%BD%E7%9A%84%E4%BA%BA/ar-AAQKOKX

《玻璃心 Fragile》Youtube 高清版MV：https://bit.ly/30GjD9j

The Making Of《玻璃心 Fragile》幕後花絮 Youtube高清版 : https://youtu.be/TTd7M9QjM3M

《玻璃心 Fragile》影片分析 Youtube 高清版 : https://youtu.be/oX3D9HTc7I8

《玻璃心 Fragile》Youtube KTV版 : https://youtu.be/EmDnxlx4610

《玻璃心 Fragile》數位音樂下載 Online Music Download：https://lnk.to/fragilepink

《玻璃心 Fragile》動態歌詞版 Youtube高清版 : https://youtu.be/835J6hwj_S8

《玻璃心 Fragile》Shorts 高清版：https://youtu.be/PdoGtBQFtbg

《玻璃心 Fragile》幕後花絮 Shorts 高清版：https://youtu.be/lFghyBIjsO0

-

黃明志2021最新實體專輯【鬼才做音樂】11月正式發行，今天開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #陳芳語 #KimberleyChen #玻璃心 #Fragile",3877,61,21,64,7,2,4
1853,posenkid,10166479549080529,今天晚上11點喔,1067,5,1,1,2,1,1
1854,posenkid,10166500483440529,,388,0,0,1,0,0,0
1855,debatelo,487113732770419,"暖心的韓國瑜
這張照片，本來沒打算發
但昨天好些媒體打電話來問
韓國瑜是不是有請我們吃飯

想了想
我想把這次聚會背後一段溫暖的故事
告訴大家

韓國瑜真的很體貼、很溫暖

1218四項公投皆未通過
對為了公投夜宿凱道和全台街頭49天的我和我的團隊
其實是很挫折的
雖然，我們知道，沒有悲觀的權利
還是要打起精神
繼續為台灣的未來、為台灣的民主打拚
但人心終究是肉做的
付出這麼多的心力
四項公投皆沒通過
説沒有一絲絲難過
也是騙人的

但就在公投之後
我卻接到鄭照新的電話
説韓國瑜市長
想要請「羅智強團隊」和幾位好朋友吃飯
慰勞大家夜宿凱道的辛勞

我非常非常的感動
你知道為什麼嗎？
因為韓國瑜請的不是「羅智強」
而是「團隊」
那是一份一般政治人物
很難有的細心和體貼

因為
韓國瑜知道
夜宿街頭49天
其實最辛苦的不是「羅智強」
而是「強團隊」

大家不知道
當我們倉促開始夜宿活動
萬事不備的時候
狀況無數
楊植斗將近三天三夜沒有闔眼
有一次我半夜醒來
看到他還坐在路邊守夜
我要他去睡
他說人手不夠
他還要幫忙打點雜務

大家不知道
夜宿結束
所有團隊夥伴都累垮了
其中二位小編病了一個多禮拜才痊癒

沒有我的團隊夥伴
根本不可能完成這49天的夜宿

所以
當韓國瑜説要慰勞我的「團隊」
這種發乎至誠的體貼
真的真的
令我萬分感動

把這個溫馨的故事分享給大家
也謝謝
溫暖的
韓國瑜",62265,1526,716,27,15,3,8
1856,debatelo,280784337266499,朋友送的二句話，抱頭不鼠竄，趕盡莫殺絕,4391,139,90,2,1,0,0
1857,debatelo,486723282809464,"防疫警報
桃園的朋友請戴口罩

桃機驚爆4人確診
其中一名清潔員Ct值只有11
傳染力非常高

雖然桃機工作者已打了兩劑疫苗
但病毒來勢洶洶
仍造成突破性感染
桃園目前也全面警戒中

根據最新的防疫規定
桃園口罩放寬的規定取消
這幾天在桃園的朋友
除了飲食需求外
外出需全程配戴口罩
就連運動也不能拿下

大家也請小心
即便身在外縣市
也盡量將口罩給戴好
一起將這波疫情守住

桃園加油
大家要保重",4967,20,428,4,30,4,1
1858,debatelo,486586522823140,"15.2%
既是跳票
也是謊言

蔡英文承諾2025再生能源佔比20%
然而
過去她執政的五年
再生能源佔比
從馬英九交棒時的4.8%
到去年成長為5.5%
5年成長0.7%
離2025還剩4年
能破10%
就萬幸了

所以，等在前面的
將是火力全開的時代
大家的肺
好好保護吧",13300,10,52,2062,194,162,270
1859,debatelo,486529916162134,"2013年，我辭去了總統府副秘書長，進入了人生的低潮時，有一位朋友送了我二句話
「人在逆境，抱頭不鼠竄；人在順境，趕盡莫殺絕。」
他的意思是，人生總會遇到失敗和挫折，面對打撃要學會「抱頭」來保護好自己，但仍必須保持尊嚴「不鼠竄」！

相反的，當自己打了勝仗，意氣風發，已經把對手「趕盡」的時候，別忘做人留一線，要記得厚道「莫殺絕」！

四大公投的結果
儘管不如人意
但少數服從多數
我們尊重投票結果
這就是民主的真諦

但多數尊重少數
政府也應尊重少數方的意見
收起驕傲
做到自己曾承諾的謙卑

然而
反對萊劑的蘇偉碩醫師
在公投後再次收到傳票
如果案件成立
最重將判3年以下有期徒刑

我想把朋友9年前對我説的話，送給今天的執政者
「何必殺絕蘇偉碩？」

即便反萊豬的票數較少
仍有將近400萬的民意不願吃萊豬
政府應謙卑地
將蘇偉碩醫師的意見列為資產
消除人民的疑慮
而不是去追殺蘇偉碩

而我也想對大家説
其實我們每個人都是蘇偉碩
因為若今天掌權者成功的封了蘇偉碩的口
那麼，下一個被封口的就是我們每一個人",11419,57,1615,7,122,65,151
1860,debatelo,486479246167201,"用了二個晚上，比對著地圖，把《真愛台灣，雙城縱走》路線完成！

全程近400公里，我準備用23天，從台北走到高雄，完成這一趟「雙城縱走」

一方面好好的謝謝大家過去這些年對我的支持
另一方面，我也想透過這一趟行腳，好好的感受我們的家－台灣。

這當然會是一趟十分辛苦的旅程
但我也相信
這也會是一趟收獲豐富、一輩子難忘的旅程

除了白天走路行腳
也會利用晚上舉辦14場《台1線説書會》，搭配我的「寫作計劃」，分享我的創作，和徒步縱走的見聞感想。
以下是《雙城縱走》的行程草案
想參加縱走的朋友，從2月8日開始，歡迎每天早上7:00來出發點，參加我們的《簡易升旗》，一起挑戰這400公里的台灣之旅！

2月8日（二）DAY1
9:30 凱達格蘭大道記者會
10:00－12:00
凱道－林本源園邸（7.5km)
14:00－16:00
林家－樹林運動中心(5km)
19:00 台1線説書會1（新北）
地點：待定

2月9日（三）DAY2
7:00 唱國歌、國旗歌出發（樹林運動中心）
7:20－12:00
樹林運動中心－龜山眷村故事館(10km)
13:30－17:30
龜山眷村－內壢火車站(10km)
19:00台1線説書會2（桃園）
地點：待定

2月10日（四）DAY3
7:00 唱國歌、國旗歌（內壢火車站）
7:20－12:00
內壢火車站－埔心火車站 (10km)
13:30－17:30
埔心火車站－ 湖口7-11(11km)
19:00台1線説書會3（新竹縣）
地點：待定

2月11日（五）DAY4
7:00 唱國歌、國旗歌出發（湖口7-11）
7:20－12:00
湖口廠7-11－ 新豐車站(11km)
13:30－17:30
新豐車站－ 新竹市眷村博物館(9km)
19:00台1線説書會4（新竹市）
地點：待定

2月12日（六）DAY5
7:00 唱國歌、國旗歌出發（竹市眷村）
7:20－12:00
竹市眷村博物館－ 香山車站(9km)
13:30－17:30
香山車站－頭份麥當勞 (9km)
19:00休整（苗栗）

2月13日（日）DAY6
7:00 唱國歌、國旗歌出發（頭份麥當勞）
7:20－12:00
頭份麥當勞－造橋龍山吾母宮 (11km)
13:30－17:30
造橋龍山吾母宮－後龍夜市 (8km)
19:00台1線説書會5（苗栗）
地點：待定

2月14日（一）DAY7
7:00 唱國歌、國旗歌出發（後龍夜市）
7:20－12:00
後龍夜市－竹南窯業廠 (8km)
13:30－17:30
竹南窯業廠－慈后宮 (11km)
19:00休整（苗栗）

2月15日（二）DAY8
7:00 唱國歌、國旗歌出發（慈后宮）
7:20－12:00
慈后宮－苑裡車站 (9km)
13:30－17:30
苑裡車站－日南車站 (8km)
19:00休整（台中）

2月16日（三）DAY9
7:00 唱國歌、國旗歌出發（日南車站）
7:20－12:00
日南車站－ 甲南國小(11km)
13:30－17:30
甲南國小－清水星巴克 (5km)
19:00台1線説書會6（台中）
地點：待定

2月17日（四）DAY10
休整一天
19:00台1線説書會7（南投）
地點：待定

2月18日（五）DAY11
7:00 唱國歌、國旗歌出發（清水星巴克）
7:20－12:00
清水星巴克－ 龍井大排(9km)
13:30－17:30
龍井大排－ 追分車站(10km)
19:00休整（台中）

2月19日（六）DAY12
7:00 唱國歌、國旗歌出發（追分車站）
7:20－12:00
追分車站－秀傳醫院 (10km)
13:30－17:30
秀傳醫院－大村車站 (10km)
19:00台1線説書會8（彰化）
地點：待定

2月20日（日）DAY13
7:00 唱國歌、國旗歌出發（大村車站）
7:20－12:00
大村車站－䘵靖7-11 (9km)
13:30－17:30
䘵靖7-11－ 溪州森林公園(11km)
19:00休整（彰化）

2月21日（一）DAY14
7:00 唱國歌、國旗歌出發（溪州森林公園）
7:20－12:00
溪州森林公園－ 埤頭繪本公園(11km)
13:30－17:30
埤頭繪本公園－ 文安國小(10km)
19:00台1線説書會9（雲林）
地點：待定

2月22日（二）DAY15
7:00 唱國歌、國旗歌出發（文安國小）
7:20－12:00
文安國小－拾粹院文創園區 (10km)
13:30－17:30
拾粹院文創園區－民雄車站 (7km)
19:00台1線説書會10（嘉義縣）
地點：待定

2月23日（三）DAY16
7:00 唱國歌、國旗歌出發（民雄車站）
7:20－12:00
民雄車站－嘉義市立美術館 (10km)
19:00台1線説書會11（嘉義市）
地點：待定

2月24日（四）DAY17
7:00 唱國歌、國旗歌出發（嘉義市立美術館）
7:20－12:00
嘉義市立美術館－ 南靖火車站(10km)
13:30－17:30
南靖火車站－蓮營7-11 (10km)
19:00休整（台南）

2月25日（五）DAY18
7:00 唱國歌、國旗歌出發（蓮營7-11）
7:20－12:00
蓮營7-11－ 台塑嘉南加油站(10km)
13:30－17:30
台塑嘉南加油站－台灣中油官田站 (10km)
19:00休整（台南）

2月26日（六）DAY19
7:00 唱國歌、國旗歌出發（台灣中油官田站）
7:20－12:00
台灣中油官田站－大營7-11 (10km)
13:30－17:30
大營7-11－台南應用科技大學 (11km)
19:00休整（台南）

2月27日（日）DAY20
7:00 唱國歌、國旗歌出發（台應大）
7:20－12:00
台應大－ 台南文化中心(10km)
19:00台1線説書會12（台南）
地點：待定

2月28日（一）DAY21
7:00 唱國歌、國旗歌出發（台南文化中心）
7:20－12:00
台南文化中心－湖內大湖郵局 (10km)
13:30－17:30
湖內大湖郵局－ 大崗山給水廠(10km)
19:00休整（高雄）

3月1日（二）DAY22
7:00 唱國歌、國旗歌出發（大崗山給水廠）
7:20－12:00
大崗山給水廠－ 橋頭彩虹橋墩(10km)
13:30－17:30
橋頭彩虹橋墩－ 高雄市圖河堤分館(9km)
19:00休整（高雄）

3月2日（三）DAY23
7:00 唱國歌、國旗歌出發（高雄市圖河堤分館）
7:20－10:00
高雄市圖河堤分館－高雄市文化中心 (5km) （雙城縱走完成記者會）
19:00台1線説書會13（高雄）
地點：待定

3月3日（四）DAY24
19:00台1線説書會14（屏東）
地點：待定",15096,72,1715,6,18,0,1
1861,debatelo,295181232580685,繼續規劃400公里縱走｜陪公子寫書20220103,2392,126,77,3,0,0,1
1862,debatelo,485952076219918,"地震，感覺好嚴重
大家都好嗎？",23633,326,148,24,436,19,2
1863,debatelo,485918529556606,"最近出門辦事情，常常用走的
總而言之，有時間就練練腳力唄
2月8日，台1線見",11631,39,280,4,2,0,2
1864,debatelo,485720636243062,"團結拚市政
台中加油

顏寬恒委員
雖然2020年選舉失利
但仍心繫地方
一向重視在地服務的寬恒
昨天也邀請YOYO家族來演出
讓孩子度過愉快的週末
這就是「寬恒的日常」

而這場溫馨的親子活動
盧秀燕也特別出席
擔綱神秘嘉賓
用行動力挺
替最認真的寬恒加油

除了盧市長
江啟臣和楊瓊瓔委員也到場
台中市藍營的同志合體
在選前打了一劑強心針

藍營縣市的政績有目共睹
盧市長的滿意度也總是名列前矛
不需大型造勢
也不必口水紛飛
用最優秀的政績
自然就能吸引選民的支持

台中市加油！
中二選區加油！
顏寬恒加油！

#1月9日投票
#大家加油💪",29240,67,2736,13,3,1,1
1865,debatelo,485667439581715,"2月8日，農曆年後，400公里，南北縱走！
我們台1線縱貫路見

最近有個小苦惱，原訂1月10日，在台北市議會休會後，要從台北走路到高雄、屏東謝票的規劃。
因為看到議會送來的議程，可能要到1月12日甚至更晚，議會才會休會！

如果把出發時間延到1月13日以後，那麼在農曆年前，400公里會走不完。走到一半斷了再走，也有點不太順，所以我決定，延到農曆年後再開始走，預訂2月8日出發，這樣子，準備時間也比較充裕。

每段路程的起迄點，我會利用這段時間規劃出來，然後在臉書上公布囉！",14078,70,1772,7,5,2,0
1866,debatelo,1589863228044748,"今天台北－汐止試走的感覺還不錯，要開始來規劃400公里的路程了
暫定農曆年後（2月8日）開走！
大家加油囉！",3386,148,110,5,2,0,1
1867,debatelo,484858599662599,"抵達目的地，汐止區公所
要去吃早午餐了，哈哈！",21070,85,508,11,6,0,1
1868,debatelo,484809583000834,下雨了，走到雙北交界，繼續向汐止車站前進！,16748,72,2064,8,12,3,2
1869,debatelo,484724343009358,"400公里試走
清晨六點半，我和鄭照新來到市議會，準備進行400公里謝票的「試走」，打算從台北市議會走到汐止車站
大致上就是沿著忠孝東路、新台五路往汐止方向走，全長約11公里
主要是先測測自己的腳力，比較好規劃400公里的謝票路程
如果覺得走的感覺不錯，也不排除一路走到基隆啦，哈哈！
忽然想起小時候，有一次爸爸騎著摩托車，一家五口「五貼」從基隆騎到台北，帶我們到中華商場一邊幫媽媽拿刺繡的料子，一邊也算帶我們來台北玩，應該走的就是台五線加忠孝東路吧！
對於那一天發生了什麼事，我已全無印象，只留下一個感覺：屁股好痛（那時候的馬路不太OK，顛的屁股發麻呢）
現在要用走的，也算另類的「童年回味」！",29663,154,2561,25,15,3,0
1870,debatelo,484421306372995,"認真的
徐巧芯

公投結束後
我們沒有氣餒
因為人民已經作出選擇
我們尊重民意
但接下來就是更認真更努力監督政府
要求政府兌現公投前的承諾
迅速與國際接軌
以及有充足的電力
確保國家的經濟發展

徐巧芯整理了網友的統計
從公投結束的隔天
到2021年的尾聲
12/19~12/31短短的13天
竟有14個區域性的跳電

而蔡政府擋下的核能發電
在這幾天達到了最高峰
為了供給全國用電
核電廠的機組全力運作
核二廠的2號機組
發電達到100.162%

郭台銘已經預言
台灣今年一定會缺電
而公投過後
巧芯的整理已經看到趨勢
未來的一年
將會是不斷跳電
核能丶火力全開的一年

政府承諾不缺電
雖然我不樂觀
但我們仍會替大家把關
巧芯加油
全力敦促政府提供穩定丶充沛的電力

#以下數據引用自巧芯臉書

統計時間：12/19～12/31
資料來源：PTT網友po文/新聞報導/網友回報

12/19 高雄巨蛋
12/21 嘉義
12/20 南投
12/21 桃園平鎮
12/21 台南（地震）
12/23 台北內科
12/24 基隆
12/25 高雄鳳山
12/25 台中永興街
12/27 新竹好市多
12/27 北車二樓
12/27 土城鴻海
12/28 台北信義區（4207戶）
12/30 台北大安區

總計：13天14起

【核能發電超過100%】
12/31
核二 #2 100.162%
核三 #1 99.7%
核三 #2 99.2%",23760,89,376,35,46,9,8
1871,debatelo,4708433222573193,"《百萬網紅不是夢》我已經把所有的簽名書都簽完了！會儘快寄給大家囉！
https://reurl.cc/gzm1GR",4105,136,76,6,3,1,0
1872,debatelo,484187119729747,"高金素梅的這一段話，説到心裡
不能再同意更多

《四項公投 看到原住民族主體性》
台灣主流社會需要「返璞歸真」！
～高金素梅2022.01.01

公投開票那個晚上，我看到一位「民進黨的政黨人士」在臉書上貼文「為什麼在原住民部落永遠是與台灣主流民意站在對面？」。我說他是政黨人士，因為他當過民進黨立委，卸任後被安排去當政府財團法人的董事長。

這位政黨人士問的好，「為什麼在原住民部落永遠是與台灣主流民意站在對面？」。其實，他們心中早已有預設的制式答案，「原住民部落大多在偏遠的落後窮鄉，他們的思維還停留在國民黨時代僵化的忠黨愛國思想……」。

這次的公投，投下四個同意票，山地原住民部落有77％，平地原住民部落有66％，這樣的比例的確與整個公投結果相反，你可以說「原住民族的民意與主流民意不同」，但你不能說「原住民族的民意是錯的，主流民意是對的」。我認為，意見的是與非，並非由人數的多少來決定，原住民部落這樣的公投結果，反而呈現了原住民族的主體性。我們不隨波逐流，在人為佈下重重的迷霧中，我們很樸實的判定「是與非」。

你同意「禁止進口萊豬」嗎？
當然同意！
要我吃萊豬的人一定有問題，有問題的人叫我投四個不同意，我就投四個同意。

這就是原住民族最素樸的民意，但是，經歷豐富政治訓練的主流社會，民意卻因「政治加工」而改變了。

台灣主流社會需要向原住民族學習！
台灣主流社會需要「返璞歸真」！",32011,170,265,15,9,2,1
1873,debatelo,484103636404762,"請媽媽吃新年午餐，甜甜蜜蜜
愛妳十輩子：）

凱道夜宿
媽媽常常一聲不吭就跑來看我
看我一次罵一次
「幹嘛這麼辛苦」
「著涼怎麼辦」
語氣中滿是不捨

我對媽媽說
還不是學妳的

妳和老爸年輕打零工時
就睡在工寮裡
還不是好好的
我的帳篷和妳的工寮
咱們母子叫做「半斤八兩」啦

我這麼一說
媽媽就笑了",48634,1386,257,48,4,2,1
1874,debatelo,483998946415231,"早上升完旗，中午搭捷運去東區請媽媽吃大餐
要慶祝什麼呢？
當然是慶祝，中華民國生日快樂啊！

國旗口罩很帥吧

#168斷食第一天
#要好好吃一頓
#因為接下來要挨餓到明天了",28027,181,218,24,7,0,3
1875,debatelo,483861743095618,"2022元旦，新的開始，給自己三個小小的新目標

從今天開始，恢復執行168（不吃晚餐），目標減5公斤

從今晚9點30分開始恢復「陪公子寫書」直播，目標3個月內再寫一本新書

可以有多一點時間陪陪家人（這一點最難）

各位有什麼新年新目標呢？

祝大家2022，幸福滿滿",21500,111,265,28,5,1,1
1876,debatelo,436238857970410,"2021和家人一起在101倒數，迎接充滿希望的一年
這就是：幸福！
祝福我的好朋友們，幸福快樂！",11773,428,101,15,5,0,0
1877,debatelo,483228069825652,"看到大女兒在練習寫春聯
我一看真是驚呆了
我竟然從不知道
大女兒的字寫的這麼漂亮……

忽然覺得
我這個好福氣的老爸可以安心退休了
哈哈

祝大家新年快樂
福氣啦",59949,599,124,45,258,1,0
1878,debatelo,483177719830687,"談談張麗善的溫暖

公投期間，有幾位縣市長一直都很關心、幫忙我的49天夜宿，其中張麗善縣長的溫暖，讓我非常感動！

我到雲林縣夜宿宣講，那天晚上張麗善縣長全程參加，當時聽出她的聲音沙啞，可以想像她在雲林以一己之力面對民進黨府院黨和立委的全面夾擊，確實讓她相當辛苦。

當天晚上宣講結束後，精力充沛的張縣長非常熱情地帶著我，到雲林最在地的熱炒店填飽肚子，張縣長向我提到雲林交通正遇到一個大問題，就是陪伴雲林人25年的優質客運業者「日統客運」傳出要停駛，若真的無法續營，將會對雲林鄉親產生非常大的衝擊。

日統客運主要經營雲林及嘉義往返台北之路線，不像都會區在交通方面的多樣性，許多雲林的長輩、或是較偏遠的鄉鎮，日統客運就是唯一的選擇，因此當時張縣長聽聞日統客運即將停駛，第二天就立即前往拜會日統客運的林義風董事長，表達願意全力協助向中央請命。

而這也是張縣長上任後，第二次協助日統客運向中央溝通；後續也指派縣府主管交通的工務處長，配合公路總局對日統客運的相關協助。

若習慣以都會區的角度看事情，可能無法體會雲林鄉親要的僅是基本的交通人權，無論是公路、台鐵或高鐵，其實都只是低標，實在無法再承受任何的真空狀態；最重要的是，日統客運在雲林鄉親的心中具有某種特殊意義，從張縣長的擔憂中感覺的出來，協助日統客運不光是從理性出發，還有更多對鄉親共同回憶的維繫。

前幾天日統客運確認將繼續營運，我雖然不是雲林人，但也因為那晚與張縣長的一席話，讓我對這個消息特別有高興，知道張縣長的努力有成，也為雲林鄉親同感開心與欣慰。

張麗善縣長的溫暖，是雲林人的幸福！

張麗善加油",22397,136,179,7,6,1,2
1879,debatelo,482540506561075,"讓我說一個溫馨的小故事

高雄成為酒駕之都，是高雄人的最痛！但事在人為，酒駕肇事能否減少，其實一大部分取決於政府首長的決心，我想分享一個我親眼所見的故事，馬英九是用什麼樣的心思和努力來減少酒駕肇事！

馬英九在當總統的時候，每兩個禮拜，就會要求警政署長當面向他報告一件事，八年來幾乎從不間斷

大家猜猜是什麼事？

答案是，酒駕肇事的統計數字！

「還有辦法再降嗎？」

「要怎麼樣，酒駕肇事致死的人數才可以再減少呢？」

「怎麼這個月增加了？原因是什麼？」

每一次聽取治安簡報，都一而再的重覆以上的場景。擔任總統府發言人、副秘書長的我總是在旁邊靜靜的聽著、看著這不管重覆的場景，數年如一日。

有一天，警政署長又在做治安簡報，馬總統像是影帶重播一樣，重覆著同樣的問句。

就在應答間，馬總統忽然嘆了一口氣，以一種非常認真而在乎的神情，緩緩的對署長說道：「你知道嗎？這數字每降個1，就代表拯救了2個家庭的幸福！」

我被這句話一驚，馬總統說這句話時，我知道他並沒有注意到，這句話讓我深受感動。是的，每降1，不但無形地救了那個可能被害的家庭，其實，也同時救了那個肇事者的家庭。

我忽然理解馬總統為什麼那麼在乎這些被批評為「冷漠」、「迷信」的數據，而且「執迷不悟」的總是掛在口中。因為，對聽他演講的人來說，那也許是一個無感的、冷冰冰的數字，但對酒駕的受害家庭，那卻是一個無可挽回的晴天霹靂。

根據交通部道安會統計，酒駕肇事致死的人數，從馬總統2008年上任時的948人高峰，在2016年卸任時下降到399人，共減少549人。代表政府祭出一連串的反酒駕措施，無形地拯救549個家庭。

當然，酒駕肇事致死人數的遽降，不能把成果攬於馬總統一人，治安單位才應居於首功，但我要談的，其實不只是所謂的「政績」，而是馬總統那一份一般人看不見的「用心」。

「酒駕肇事每降個1，就拯救2個家庭！」

也許，這句話可以提供蔡英文總統和陳其邁市長，好好的深思！

杜絕酒駕，高雄加油！",26631,275,171,16,15,16,4
1880,debatelo,482478439900615,"盧秀燕，讚
台中還債38億5700萬

台中市長胡志強缷任時
市民平均債務是25000元
而林佳龍只做短短一屆
竟將每人債務增加將近50%
每人平均舉債37397元

林佳龍大灑幣
執政到了第三年
就讓台中加入負債千億俱樂部
民脂民膏隨意揮霍
台中市民債台高築

幸好
有盧秀燕市長替大家把關
從就任以來
人均負債繼續減少
盧市長嚴守財政紀律
幫台中還掉了38億5700萬之多！

有建設，還能還債
盧市長，94讚

而高雄市從謝長廷擔任市長之後，舉債一路攀升
明年的負債總額高達2483億元，平均每位市民負債9萬元
陳其邁市長要求國營事業「贊助」建設費用
但明年卻還是要再舉債58.94億元
如此惡性循環，長期而言將限制城市的發展

他山之石，可以攻錯
在財政紀律上，陳其邁不妨向盧秀燕學一學",64034,342,322,52,47,1,8
1881,debatelo,481991506615975,"項莊舞劍
志在沛公
NCC加油
PTT保重",3580,6,17,573,97,18,55
1882,debatelo,481854729962986,"韓先生，來敲門
收到書了，先睹為快",34177,156,182,31,18,3,5
1883,debatelo,481110200037439,"在400公里謝票之前，好好的大修大檢身體
安排全身健康檢查
其實年初就該排了
但因為太忙一延再延

前一陣子，真的有點操勞過度
希望今天的檢查順利
檢查報告可別太難看啊",33392,225,4531,21,9,0,2
1884,debatelo,481048276710298,"起個清早，搭個公車
看看台北，也蠻不錯

大家早安啊",21806,84,241,7,4,0,2
1885,debatelo,480691060079353,"總統眉頭深鎖問預言家：這個國家一直在停電，何時才能不停電？

預言家：2025年前，停電會一直發生

總統眉頭一開問：那2025年後呢？

預言家： 2025年後，大家就習慣了

#當停電成為事實
#習慣就是義務",18680,33,94,5307,625,193,106
1886,debatelo,480645393417253,"剛剛看了一段由北一女高一生們帶來的帶動唱比賽影片

其中一位全盲的女學生林立翧也參加了比賽，自信舞動的身影，真的讓人感動

林立翧同學，加油！",17409,225,258,4,5,2,1
1887,debatelo,480504373431355,"高雄酒駕肇事致死，全台第一
這就是陳其邁的高雄政績？

高雄發生嚴重酒駕事件，肇事者衝撞一家四口，媽媽不幸死亡
陳其邁市長「再度」震怒
但大家知道嗎？
根據道安資訊網統計
今年1－9月酒駕肇事致死與去年相比
高雄是六都死亡「最多」的城市

高雄市死亡人數27人，與去年相比增加9人
總死亡人數是六都最高（與桃園、台南並列）
增加死亡人數也是6都最高（與桃園並列）

這不正是治理能力的表現嗎？

相較於台中和新北
和去年同期相比
台中減少8人（六都減少最多）、新北無增減

以總死亡人數來看
新北和去年一樣是4人（六都最低）
不要忘了新北市有400萬人口，而高雄市只有274萬
高雄人口只有新北不到70％
死亡人數卻是新北的將近7倍

陳其邁是否該好好向盧秀燕、侯友宜請益
如何減少酒駕肇事？
保障市民的生命安全？

路燈管不好
現在連酒駕都管不好
高雄人的命也是命
希望陳市長可以為高雄市民的生命安全
多努力一點",6989,6,15,50,163,196,1438
1888,debatelo,480096796805446,"白天灰濛濛，晚上黑漆漆
政府是想「打造高雄，漆黑城市」嗎？

昨天高雄多區的道路才「停燈」
今天鳯山道路又「停燈」
也不是我們挑剔
連著兩天路燈罷工
要嘛是電力供應出問題
要嘛是螺絲掉滿地，不當一回事
這樣的治理能力
是不是該好好檢討一下？

總不能因為媒體都不報導
就讓高雄馬路天天黑漆漆吧

謝謝 高雄市議員李雅靜 為高雄市民喉舌
照片來源 李雅靜臉書",19315,35,120,3539,594,95,110
1889,ETtodaySTAR,4785844454845689,"來～我們謝謝 #鳳小岳 精心給的提示XDDD
還要大家教他迴避問題，明明自己就做得很好啊🤣（珊迪）

【《華燈》江瀚不怕被罵渣男！鳳小岳提供兇手「2線索」全場驚呼】
https://star.ettoday.net/news/2162026?from=fb_et_star_video

華燈初上 鳳小岳 Rhydian Vaughan",6,0,0,0,0,0,0
1890,ETtodaySTAR,4782922661804535,"從太陽穴右邊開到左邊…😱😱
真的好心疼 #柯柯（甩妮）

💡星光雲App掌握明星大小事：
https://goo.gl/DxAfcG",15,0,2,0,2,0,0
1891,ETtodaySTAR,4785651851531616,"張女士新的一年...
確定不考慮少開一點直播嗎(´･_･`)（珊迪）

娛樂最快訊👉 都在星光雲App：
https://goo.gl/DxAf

#張蘭",11,0,0,2,0,0,0
1892,ETtodaySTAR,4785674591529342,"唱片公司也解釋了鼓鼓轉發文章背後真正的用意😢（珊迪）

娛樂最快訊👉 都在星光雲App：
https://goo.gl/DxAf

鼓鼓 呂思緯",24,0,0,1,0,0,0
